numb,stpost,fips,year,code,eg_adj,eg_adj_avg,bias,mmd,wasted_dem,wasted_rep,votes_dem,votes_twop,votepct_dem,median_dem,seats,seats_dem,seatpct_dem,oseats,seats_contested,commission,court,divided,unified_dem,unified_rep,unified,non-unified,redist.year,plan,firstelection,planelections,dw-nom_med,dw-nom_med_lag,dw-nom_avg,pop_black,pop_hisp,seats_black,seats_hisp,urbanization,section 5,wrongwin
1,AL,1,1972,AL1972,-0.058,-0.052,0.056,0.134,272265,221877,558363,988286,0.565,0.699,7,4,0.571,0,6,0,0,0,1,0,1,0,1972,AL1,1,5,-0.009,,0.002,0.260,0.005,0.000,0.000,0.589,1,
2,AL,1,1974,AL1974,0.070,-0.052,0.062,0.049,137571,204525,342569,684191,0.501,0.550,7,4,0.571,0,3,0,0,0,1,0,1,0,1972,AL1,0,5,-0.014,-0.009,-0.014,0.259,0.006,0.000,0.000,0.592,1,
3,AL,1,1976,AL1976,-0.119,-0.052,0.037,0.105,343345,211017,660196,1108721,0.595,0.701,7,4,0.571,0,4,0,0,0,1,0,1,0,1972,AL1,0,5,-0.018,-0.014,-0.007,0.257,0.007,0.000,0.000,0.594,1,
4,AL,1,1978,AL1978,-0.080,-0.052,0.016,0.057,220803,159138,437794,759880,0.576,0.632,7,4,0.571,0,3,0,0,0,1,0,1,0,1972,AL1,0,5,-0.022,-0.018,0.010,0.255,0.008,0.000,0.000,0.597,1,
5,AL,1,1980,AL1980,-0.075,-0.052,0.048,0.118,345811,231363,661758,1154347,0.573,0.691,7,4,0.571,0,3,0,0,0,1,0,1,0,1972,AL1,0,5,0.022,-0.022,0.072,0.253,0.009,0.000,0.000,0.600,1,
6,AL,1,1982,AL1982,-0.033,0.018,0.024,0.096,281608,236008,645519,1035232,0.624,0.720,7,5,0.714,0,4,0,0,0,1,0,1,0,1982,AL2,1,5,-0.031,0.022,-0.003,0.253,0.008,0.000,0.000,0.601,1,
7,AL,1,1984,AL1984,0.103,0.018,0.132,0.043,277592,440834,798723,1436854,0.556,0.599,7,5,0.714,0,3,0,0,0,1,0,1,0,1982,AL2,0,5,-0.036,-0.031,0.037,0.253,0.008,0.000,0.000,0.602,1,
8,AL,1,1986,AL1986,-0.036,0.018,0.087,0.104,301071,277985,723938,1158112,0.625,0.729,7,5,0.714,0,6,0,0,0,1,0,1,0,1982,AL2,0,5,-0.065,-0.036,0.021,0.252,0.007,0.000,0.000,0.602,1,
9,AL,1,1988,AL1988,0.076,0.018,0.153,0.078,310005,394259,801563,1408528,0.569,0.647,7,5,0.714,0,4,0,0,0,1,0,1,0,1982,AL2,0,5,-0.087,-0.065,0.004,0.252,0.007,0.000,0.000,0.603,1,
10,AL,1,1990,AL1990,-0.022,0.018,0.132,0.078,293251,284272,713744,1155045,0.618,0.697,7,5,0.714,0,4,0,0,0,1,0,1,0,1982,AL2,0,5,-0.087,-0.087,0.007,0.252,0.006,0.000,0.000,0.604,1,
11,AL,1,1992,AL1992,-0.093,-0.052,0.071,0.036,477484,291892,895601,1538751,0.582,0.618,7,4,0.571,0,7,0,0,0,1,0,1,0,1992,AL3,1,5,-0.126,-0.087,0.034,0.253,0.008,0.143,0.000,0.594,1,
12,AL,1,1994,AL1994,0.149,-0.052,0.070,0.044,214008,369424,537993,1166864,0.461,0.505,7,4,0.571,0,6,0,0,0,1,0,1,0,1992,AL3,0,5,-0.121,-0.126,0.039,0.255,0.010,0.143,0.000,0.584,1,Y
13,AL,1,1996,AL1996,-0.124,-0.052,0.071,0.029,461067,259714,656047,1441560,0.455,0.484,7,2,0.286,0,7,0,0,0,1,0,1,0,1992,AL3,0,5,0.472,-0.121,0.245,0.256,0.013,0.143,0.000,0.574,1,
14,AL,1,1998,AL1998,-0.133,-0.052,-0.197,-0.041,421455,240025,607881,1322961,0.459,0.419,7,2,0.286,0,5,0,0,0,1,0,1,0,1992,AL3,0,5,0.479,0.472,0.251,0.258,0.015,0.143,0.000,0.564,1,
15,AL,1,2000,AL2000,-0.060,-0.052,-0.187,-0.071,441692,351853,671181,1587089,0.423,0.352,7,2,0.286,0,3,0,0,0,1,0,1,0,1992,AL3,0,5,0.475,0.479,0.258,0.259,0.017,0.143,0.000,0.554,1,
16,AL,1,2002,AL2002,-0.103,-0.066,-0.075,-0.060,393245,247542,569368,1281574,0.444,0.384,7,2,0.286,0,4,0,0,0,1,0,1,0,2002,AL4,1,5,0.471,0.475,0.316,0.259,0.021,0.143,0.000,0.561,1,
17,AL,1,2004,AL2004,-0.071,-0.066,-0.212,-0.060,512879,388770,772665,1803299,0.428,0.368,7,2,0.286,0,6,0,0,0,1,0,1,0,2002,AL4,0,5,0.468,0.471,0.316,0.259,0.026,0.143,0.000,0.568,1,
18,AL,1,2006,AL2006,-0.042,-0.066,-0.209,-0.096,327267,296686,516736,1247904,0.414,0.318,7,2,0.286,0,4,0,0,0,1,0,1,0,2002,AL4,0,5,0.466,0.468,0.316,0.260,0.030,0.143,0.000,0.576,1,
19,AL,1,2008,AL2008,0.034,-0.066,0.048,0.012,430006,531497,860055,1923006,0.447,0.459,7,3,0.429,0,4,0,0,0,1,0,1,0,2002,AL4,0,5,0.4645,0.466,0.292,0.260,0.035,0.143,0.000,0.583,1,
20,AL,1,2010,AL2010,-0.149,-0.066,0.012,0.009,476444,244694,570737,1442276,0.396,0.405,7,1,0.143,0,4,0,0,0,1,0,1,0,2002,AL4,0,5,0.47,0.4645,0.416,0.260,0.039,0.143,0.000,0.590,1,
21,AL,1,2012,AL2012,-0.149,-0.117,-0.353,-0.037,639830,361554,793008,2002768,0.396,0.359,7,1,0.143,0,6,0,0,0,0,1,1,0,2012,AL5,1,3,0.463,0.47,0.447,0.260,0.043,0.143,0.000,0.597,1,
22,AL,1,2014,AL2014,-0.088,-0.117,-0.307,-0.048,331950,260483,432970,1184867,0.365,0.318,7,1,0.143,0,4,0,0,0,0,1,1,0,2012,AL5,0,3,,0.463,,0.260,0.048,0.143,0.000,0.604,1,
23,AL,1,2016,AL2016,-0.115,-0.117,-0.158,-0.049,612473,407002,772433,2038951,0.379,0.330,7,1,0.143,,4,0,0,0,0,1,1,0,2012,AL5,0,3,,,,0.261,0.052,0.143,0.000,0.612,1,
24,AZ,4,2002,AZ2002,-0.068,-0.003,-0.125,-0.034,390821,186209,472135,1154057,0.409,0.375,8,2,0.250,0,8,1,0,0,0,0,0,1,2002,AZ4,1,5,0.6235,,0.441,0.031,0.262,0.000,0.250,0.885,1,
25,AZ,4,2004,AZ2004,-0.086,-0.003,-0.246,-0.031,627331,286807,763992,1828278,0.418,0.387,8,2,0.250,0,6,1,0,0,0,0,0,1,2002,AZ4,0,5,0.6485,0.6235,0.449,0.032,0.271,0.000,0.250,0.888,1,
26,AZ,4,2006,AZ2006,0.037,-0.003,-0.009,0.007,390252,348044,711272,1476588,0.482,0.488,8,4,0.500,0,7,1,0,0,0,0,0,1,2002,AZ4,0,5,0.188,0.6485,0.272,0.034,0.279,0.000,0.250,0.892,1,
27,AZ,4,2008,AZ2008,0.109,-0.003,0.125,0.047,474315,564236,1055305,2077103,0.508,0.555,8,5,0.625,0,8,1,0,0,0,0,0,1,2002,AZ4,0,5,-0.063,0.188,0.199,0.035,0.288,0.000,0.250,0.895,1,
28,AZ,4,2010,AZ2010,-0.008,-0.003,0.000,0.019,457063,349110,711837,1612347,0.441,0.461,8,3,0.375,0,8,1,0,0,0,0,0,1,2002,AZ4,0,5,0.832,-0.063,0.421,0.037,0.297,0.000,0.250,0.898,1,
29,AZ,4,2012,AZ2012,0.158,0.087,0.056,0.055,417234,643148,952151,2120768,0.449,0.504,9,5,0.556,0,8,1,0,0,0,0,0,1,2012,AZ5,1,3,-0.088,0.832,0.226,0.039,0.306,0.000,0.222,0.901,1,Y
30,AZ,4,2014,AZ2014,0.082,0.087,0.056,0.068,374349,376854,648192,1502409,0.431,0.500,9,4,0.444,0,7,1,0,0,0,0,0,1,2012,AZ5,0,3,,-0.088,,0.040,0.315,0.000,0.222,0.904,1,
31,AZ,4,2016,AZ2016,0.022,0.087,-0.056,-0.031,679011,553505,1136764,2465034,0.461,0.430,9,4,0.444,0,7,1,0,0,0,0,0,1,2012,AZ5,0,3,,,,0.042,0.323,0.000,0.222,0.908,1,
32,CA,6,1972,CA1972,-0.011,-0.011,0.011,0.029,2224611,1778935,4185445,8007096,0.523,0.552,43,23,0.535,0,42,0,1,0,0,0,0,1,1972,CA1,1,1,-0.305,,-0.151,0.071,0.163,0.070,0.023,0.910,0,
33,CA,6,1974,CA1974,0.013,0.053,-0.010,0.020,1554942,1340371,3295277,5790634,0.569,0.589,43,28,0.651,0,38,0,1,0,0,0,0,1,1974,CA1.1,1,4,-0.312,-0.305,-0.207,0.072,0.170,0.070,0.023,0.911,0,
34,CA,6,1976,CA1976,0.053,0.053,0.081,0.075,1871216,1824899,4146554,7392234,0.561,0.636,43,29,0.674,0,42,0,1,0,0,0,0,1,1974,CA1.1,0,4,-0.305,-0.312,-0.208,0.073,0.177,0.070,0.023,0.911,0,
35,CA,6,1978,CA1978,0.068,0.053,0.062,0.068,1605567,1646402,3370976,6503931,0.518,0.586,43,26,0.605,0,41,0,1,0,0,0,0,1,1974,CA1.1,0,4,-0.279,-0.305,-0.132,0.074,0.185,0.070,0.047,0.912,0,
36,CA,6,1980,CA1980,0.077,0.053,0.012,0.050,1939417,1982655,3665518,7844144,0.467,0.517,43,22,0.512,0,43,0,1,0,0,0,0,1,1974,CA1.1,0,4,-0.236,-0.279,-0.072,0.075,0.192,0.093,0.047,0.913,0,Y
37,CA,6,1982,CA1982,0.109,0.109,0.100,0.053,1590349,2139900,3777810,7460505,0.506,0.559,45,28,0.622,1,42,0,0,0,1,0,1,0,1982,CA2,1,1,-0.3595,-0.236,-0.134,0.074,0.205,0.089,0.089,0.916,0,
38,CA,6,1984,CA1984,0.102,0.057,0.100,0.104,1982496,2496317,4470979,8957624,0.499,0.603,45,27,0.600,0,42,0,0,0,1,0,1,0,1984,CA2.1,1,4,-0.33,-0.3595,-0.101,0.073,0.218,0.089,0.089,0.918,0,Y
39,CA,6,1986,CA1986,0.048,0.057,0.100,0.124,1762952,1778633,3727386,7083165,0.526,0.650,45,27,0.600,0,44,0,0,0,1,0,1,0,1984,CA2.1,0,4,-0.284,-0.33,-0.083,0.072,0.232,0.089,0.089,0.921,0,
40,CA,6,1988,CA1988,0.042,0.057,0.097,0.115,2385731,2209376,4863080,9190217,0.529,0.644,45,27,0.600,0,42,0,0,0,1,0,1,0,1984,CA2.1,0,4,-0.286,-0.284,-0.079,0.071,0.245,0.089,0.089,0.923,0,
41,CA,6,1990,CA1990,0.034,0.057,0.051,0.062,1879043,1650617,3685948,7059327,0.522,0.584,45,26,0.578,0,42,0,0,0,1,0,1,0,1984,CA2.1,0,4,-0.2,-0.286,-0.046,0.070,0.258,0.089,0.067,0.926,0,
42,CA,6,1992,CA1992,-0.013,-0.002,-0.024,-0.005,2673163,2262994,5378977,9872314,0.545,0.540,52,30,0.577,0,49,0,1,0,0,0,0,1,1992,CA3,1,5,-0.199,-0.2,-0.027,0.069,0.271,0.077,0.077,0.930,0,
43,CA,6,1994,CA1994,0.038,-0.002,-0.014,0.015,2072064,1961193,3959063,8066523,0.491,0.506,52,27,0.519,0,50,0,1,0,0,0,0,1,1992,CA3,0,5,-0.128,-0.199,0.030,0.068,0.284,0.077,0.077,0.933,0,Y
44,CA,6,1996,CA1996,0.012,-0.002,-0.038,-0.008,2389006,2110228,4706819,8998466,0.523,0.515,52,29,0.558,0,52,0,1,0,0,0,0,1,1992,CA3,0,5,-0.233,-0.128,-0.002,0.066,0.298,0.077,0.096,0.937,0,
45,CA,6,1998,CA1998,-0.054,-0.002,-0.004,0.024,2347367,1560184,4269268,7815097,0.546,0.570,52,28,0.538,0,43,0,1,0,0,0,0,1,1992,CA3,0,5,-0.201,-0.233,0.036,0.065,0.311,0.077,0.096,0.940,0,
46,CA,6,2000,CA2000,0.009,-0.002,-0.021,0.001,2661963,2329651,5524344,9983229,0.553,0.554,52,32,0.615,0,48,0,1,0,0,0,0,1,1992,CA3,0,5,-0.2855,-0.201,-0.029,0.064,0.324,0.077,0.115,0.944,0,
47,CA,6,2002,CA2002,0.056,-0.003,0.104,0.102,1779568,1743966,3758339,7047070,0.533,0.636,53,33,0.623,0,51,0,0,0,1,0,1,0,2002,CA4,1,5,-0.301,-0.2855,-0.029,0.063,0.334,0.075,0.170,0.945,0,
48,CA,6,2004,CA2004,0.013,-0.003,0.104,0.097,3128359,2582430,6336704,11421580,0.555,0.652,53,33,0.623,0,48,0,0,0,1,0,1,0,2002,CA4,0,5,-0.302,-0.301,0.007,0.062,0.345,0.075,0.189,0.946,0,
49,CA,6,2006,CA2006,-0.023,-0.003,0.099,0.086,2401672,1709131,4710233,8221603,0.573,0.659,53,33,0.623,0,45,0,0,0,1,0,1,0,2002,CA4,0,5,-0.326,-0.302,-0.038,0.060,0.355,0.075,0.189,0.948,0,
50,CA,6,2008,CA2008,-0.082,-0.003,0.119,0.102,3948435,2193476,7515410,12283822,0.612,0.714,53,34,0.642,0,45,0,0,0,1,0,1,0,2002,CA4,0,5,-0.33,-0.326,-0.020,0.059,0.366,0.075,0.189,0.949,0,
51,CA,6,2010,CA2010,0.020,-0.003,0.085,0.071,2567767,2135253,5273909,9406046,0.561,0.632,53,34,0.642,0,51,0,0,0,1,0,1,0,2002,CA4,0,5,-0.338,-0.33,-0.021,0.058,0.376,0.075,0.170,0.950,0,
52,CA,6,2012,CA2012,0.015,0.038,0.015,0.031,3055281,3130856,7437880,12372284,0.601,0.632,53,38,0.717,0,41,1,0,0,0,0,0,1,2012,CA5,1,3,-0.367,-0.338,-0.080,0.057,0.386,0.057,0.226,0.951,0,
53,CA,6,2014,CA2014,0.104,0.038,0.025,0.025,1510651,2144360,4135938,7310026,0.566,0.591,53,39,0.736,0,42,1,0,0,0,0,0,1,2012,CA5,0,3,,-0.367,,0.056,0.397,0.057,0.245,0.952,0,
54,CA,6,2016,CA2016,-0.006,0.038,0.061,0.043,3508393,3294782,8448582,13606351,0.621,0.664,53,39,0.736,0,44,1,0,0,0,0,0,1,2012,CA5,0,3,,,,0.054,0.407,0.057,0.208,0.954,0,
55,CO,8,2002,CO2002,-0.092,-0.029,-0.071,-0.008,409128,262104,589463,1342461,0.439,0.431,7,2,0.286,0,7,0,1,0,0,0,0,1,2002,CO4,1,5,0.737,,0.433,0.037,0.178,0.000,0.000,0.848,0,
56,CO,8,2004,CO2004,-0.073,-0.029,-0.071,-0.034,578947,414612,995283,1987118,0.501,0.467,7,3,0.429,0,7,0,1,0,0,0,0,1,2002,CO4,0,5,0.737,0.737,0.330,0.037,0.185,0.000,0.143,0.852,0,Y
57,CO,8,2006,CO2006,-0.051,-0.029,-0.037,0.005,435834,315605,843779,1502878,0.561,0.566,7,4,0.571,0,6,0,1,0,0,0,0,1,2002,CO4,0,5,-0.235,0.737,0.191,0.038,0.193,0.000,0.143,0.855,0,
58,CO,8,2008,CO2008,0.095,-0.029,0.071,0.056,489311,636008,1259768,2250638,0.560,0.616,7,5,0.714,0,7,0,1,0,0,0,0,1,2002,CO4,0,5,-0.235,-0.235,0.029,0.038,0.200,0.000,0.143,0.859,0,
59,CO,8,2010,CO2010,-0.023,-0.029,-0.071,0.004,480332,364731,804069,1690126,0.476,0.480,7,3,0.429,0,7,0,1,0,0,0,0,1,2002,CO4,0,5,0.749,-0.235,0.313,0.038,0.207,0.000,0.000,0.862,0,
60,CO,8,2012,CO2012,-0.092,-0.064,-0.066,-0.021,675333,500279,1200192,2351226,0.510,0.489,7,3,0.429,0,6,0,1,0,0,0,0,1,2012,CO5,1,3,0.749,0.749,0.314,0.038,0.214,0.000,0.000,0.865,0,Y
61,CO,8,2014,CO2014,-0.038,-0.064,-0.071,-0.030,496891,471414,936417,1936614,0.484,0.453,7,3,0.429,0,7,0,1,0,0,0,0,1,2012,CO5,0,3,,0.749,,0.038,0.221,0.000,0.000,0.869,0,
62,CO,8,2016,CO2016,-0.062,-0.064,-0.071,-0.040,695649,580519,1263791,2552334,0.495,0.456,7,3,0.429,0,7,0,1,0,0,0,0,1,2012,CO5,0,3,,,,0.039,0.229,0.000,0.000,0.872,0,
63,FL,12,1972,FL1972,0.187,0.112,0.188,0.055,423554,773150,1252276,2393405,0.523,0.578,15,11,0.733,0,12,0,0,0,1,0,1,0,1972,FL1,1,5,-0.073,,-0.062,0.150,0.071,0.000,0.000,0.822,0,
64,FL,12,1974,FL1974,0.119,0.112,0.090,0.097,376799,456518,872808,1666633,0.524,0.621,15,10,0.667,0,9,0,0,0,1,0,1,0,1972,FL1,0,5,-0.071,-0.073,-0.034,0.146,0.075,0.000,0.000,0.827,0,
65,FL,12,1976,FL1976,0.047,0.112,0.103,0.091,706713,683507,1556601,2780440,0.560,0.651,15,10,0.667,0,10,0,0,0,1,0,1,0,1972,FL1,0,5,-0.074,-0.071,-0.045,0.142,0.079,0.000,0.000,0.833,0,
66,FL,12,1978,FL1978,0.118,0.112,0.090,0.042,516398,655655,1384894,2344107,0.591,0.633,15,12,0.800,0,10,0,0,0,1,0,1,0,1972,FL1,0,5,-0.103,-0.074,-0.104,0.139,0.084,0.000,0.000,0.838,0,
67,FL,12,1980,FL1980,0.091,0.112,0.158,0.087,808296,858203,1903102,3332997,0.571,0.658,15,11,0.733,0,14,0,0,0,1,0,1,0,1972,FL1,0,5,-0.09,-0.103,-0.073,0.135,0.088,0.000,0.000,0.843,0,
68,FL,12,1982,FL1982,0.005,0.054,0.078,0.061,737288,583469,1557697,2641516,0.590,0.651,19,13,0.684,0,16,0,0,0,1,0,1,0,1982,FL2,1,5,-0.106,-0.09,-0.039,0.134,0.095,0.000,0.000,0.844,0,
69,FL,12,1984,FL1984,0.178,0.054,0.131,0.096,661214,1227811,1801993,3778048,0.477,0.573,19,12,0.632,0,11,0,0,0,1,0,1,0,1982,FL2,0,5,-0.107,-0.106,-0.017,0.134,0.102,0.000,0.000,0.845,0,Y
70,FL,12,1986,FL1986,0.049,0.054,0.106,0.126,796538,849025,1781144,3291127,0.541,0.667,19,12,0.632,0,10,0,0,0,1,0,1,0,1982,FL2,0,5,-0.109,-0.107,-0.014,0.133,0.108,0.000,0.000,0.846,0,
71,FL,12,1988,FL1988,0.047,0.054,0.041,0.059,1079908,1121631,2155963,4403082,0.490,0.549,19,10,0.526,0,11,0,0,0,1,0,1,0,1982,FL2,0,5,0.258,-0.109,0.091,0.133,0.115,0.000,0.000,0.847,0,Y
72,FL,12,1990,FL1990,-0.009,0.054,-0.042,-0.050,965138,779133,1714081,3488544,0.491,0.441,19,9,0.474,0,13,0,0,0,1,0,1,0,1982,FL2,0,5,0.279,0.258,0.070,0.132,0.122,0.000,0.053,0.848,0,
73,FL,12,1992,FL1992,-0.030,-0.031,-0.063,-0.047,1404457,1133932,2449804,5076778,0.483,0.435,23,10,0.435,0,20,0,1,0,0,0,0,1,1992,FL3,1,2,0.3,0.279,0.098,0.134,0.131,0.130,0.087,0.857,0,
74,FL,12,1994,FL1994,-0.031,-0.031,-0.089,-0.056,1187417,912293,1845932,4199418,0.440,0.384,23,8,0.348,0,13,0,1,0,0,0,0,1,1992,FL3,0,2,0.38,0.3,0.178,0.136,0.140,0.130,0.087,0.866,0,
75,FL,12,1996,FL1996,-0.036,-0.057,-0.129,-0.062,1429316,1117369,2250410,5093365,0.442,0.379,23,8,0.348,0,20,0,1,0,0,0,0,1,1996,FL3.1,1,3,0.395,0.38,0.197,0.138,0.150,0.130,0.087,0.875,0,
76,FL,12,1998,FL1998,-0.040,-0.057,-0.105,-0.088,1107254,818097,1709968,3850704,0.444,0.356,23,8,0.348,0,5,0,1,0,0,0,0,1,1996,FL3.1,0,3,0.396,0.395,0.209,0.140,0.159,0.130,0.087,0.884,0,
77,FL,12,2000,FL2000,-0.096,-0.057,-0.091,-0.057,1734975,985191,2568395,5440330,0.472,0.415,23,8,0.348,0,13,0,1,0,0,0,0,1,1996,FL3.1,0,3,0.452,0.396,0.270,0.142,0.168,0.130,0.087,0.893,0,
78,FL,12,2002,FL2002,-0.102,-0.091,-0.144,-0.060,1565586,901160,2176347,4933497,0.441,0.381,25,7,0.280,0,16,0,0,0,0,1,1,0,2002,FL4,1,5,0.498,0.452,0.332,0.144,0.179,0.120,0.120,0.897,0,
79,FL,12,2004,FL2004,-0.089,-0.091,-0.181,-0.079,2229504,1397723,3151785,7254454,0.434,0.356,25,7,0.280,0,14,0,0,0,0,1,1,0,2002,FL4,0,5,0.513,0.498,0.343,0.146,0.191,0.120,0.120,0.901,0,
80,FL,12,2006,FL2006,-0.131,-0.091,-0.159,-0.059,1567279,839510,2386399,4813580,0.496,0.437,25,9,0.360,0,18,0,0,0,0,1,1,0,2002,FL4,0,5,0.512,0.513,0.290,0.148,0.202,0.120,0.120,0.904,0,
81,FL,12,2008,FL2008,-0.082,-0.091,-0.101,-0.066,2388142,1503360,3821494,7783005,0.491,0.425,25,10,0.400,0,22,0,0,0,0,1,1,0,2002,FL4,0,5,0.483,0.512,0.224,0.150,0.214,0.120,0.120,0.908,0,
82,FL,12,2010,FL2010,-0.049,-0.091,-0.109,-0.042,1652127,1061663,2142456,5427579,0.395,0.353,25,6,0.240,0,20,0,0,0,0,1,1,0,2002,FL4,0,5,0.632,0.483,0.416,0.152,0.225,0.160,0.120,0.912,0,
83,FL,12,2012,FL2012,-0.103,-0.071,-0.133,-0.059,2565492,1487655,3945312,8106299,0.487,0.428,27,10,0.370,0,21,0,0,0,0,1,1,0,2012,FL5,1,2,0.52,0.632,0.336,0.154,0.236,0.111,0.111,0.916,0,
84,FL,12,2014,FL2014,-0.039,-0.071,-0.084,-0.057,1692201,1223069,2649768,5830534,0.454,0.397,27,10,0.370,0,20,0,0,0,0,1,1,0,2012,FL5,0,2,,0.52,,0.156,0.248,0.111,0.111,0.920,0,
85,FL,12,2016,FL2016,-0.067,-0.067,-0.093,-0.031,2460960,2050171,4229277,9022255,0.469,0.437,27,10,0.370,,26,0,1,0,0,0,0,1,2016,FL5.1,1,1,,,,0.158,0.259,0.148,0.148,0.923,0,
86,GA,13,1972,GA1972,0.264,0.106,0.052,0.060,144213,415394,635876,1119213,0.568,0.628,10,9,0.900,0,4,0,0,0,1,0,1,0,1972,GA1,1,5,-0.0595,,-0.071,0.259,0.007,0.100,0.000,0.607,1,
87,GA,13,1974,GA1974,0.156,0.106,0.039,0.020,148524,282642,579691,862333,0.672,0.692,10,10,1.000,0,8,0,0,0,1,0,1,0,1972,GA1,0,5,-0.065,-0.0595,-0.019,0.261,0.008,0.100,0.000,0.611,1,
88,GA,13,1976,GA1976,0.116,0.106,-0.049,0.017,257023,411800,925847,1337647,0.692,0.709,10,10,1.000,0,7,0,0,0,1,0,1,0,1972,GA1,0,5,-0.0635,-0.065,0.025,0.262,0.009,0.100,0.000,0.616,1,
89,GA,13,1978,GA1978,-0.034,0.106,0.109,0.042,183611,139968,463925,647158,0.717,0.759,10,9,0.900,0,5,0,0,0,1,0,1,0,1972,GA1,0,5,-0.0695,-0.0635,0.036,0.264,0.010,0.000,0.000,0.620,1,
90,GA,13,1980,GA1980,0.029,0.106,0.108,0.036,345804,366379,976649,1424366,0.686,0.722,10,9,0.900,0,8,0,0,0,1,0,1,0,1972,GA1,0,5,-0.0835,-0.0695,0.021,0.265,0.011,0.000,0.000,0.624,1,
91,GA,13,1982,GA1982,0.042,0.082,-0.013,0.045,205498,210737,565327,832470,0.679,0.724,10,9,0.900,0,7,0,0,0,1,0,1,0,1982,GA2,1,5,-0.05,-0.0835,0.032,0.266,0.012,0.000,0.000,0.626,1,
92,GA,13,1984,GA1984,0.034,0.082,0.042,0.049,419389,414282,1055285,1667341,0.633,0.682,10,8,0.800,0,6,0,0,0,1,0,1,0,1982,GA2,0,5,-0.098,-0.05,-0.006,0.266,0.013,0.000,0.000,0.627,1,
93,GA,13,1986,GA1986,0.021,0.082,0.070,0.038,306143,272699,740390,1157686,0.640,0.677,10,8,0.800,0,6,0,0,0,1,0,1,0,1982,GA2,0,5,-0.127,-0.098,-0.047,0.267,0.015,0.100,0.000,0.629,1,
94,GA,13,1988,GA1988,0.140,0.082,0.023,0.014,324615,565687,1121419,1780602,0.630,0.644,10,9,0.900,0,8,0,0,0,1,0,1,0,1982,GA2,0,5,-0.141,-0.127,-0.122,0.267,0.016,0.100,0.000,0.630,1,
95,GA,13,1990,GA1990,0.173,0.082,0.000,0.003,236239,460584,854784,1393649,0.613,0.616,10,9,0.900,0,10,0,0,0,1,0,1,0,1982,GA2,0,5,-0.148,-0.141,-0.127,0.268,0.017,0.100,0.000,0.632,1,
96,GA,13,1992,GA1992,0.039,-0.004,-0.045,0.008,564501,542488,1214792,2213974,0.549,0.557,11,7,0.636,0,11,0,0,0,1,0,1,0,1992,GA3,1,2,-0.116,-0.148,0.007,0.271,0.024,0.273,0.000,0.649,1,
97,GA,13,1994,GA1994,-0.046,-0.004,-0.045,-0.033,447197,301572,681051,1497535,0.455,0.421,11,4,0.364,0,11,0,0,0,1,0,1,0,1992,GA3,0,2,0.478,-0.116,0.250,0.275,0.031,0.273,0.000,0.666,1,
98,GA,13,1996,GA1996,-0.145,-0.090,-0.055,-0.037,730516,374552,1014108,2210133,0.459,0.422,11,3,0.273,0,10,0,1,0,0,0,0,1,1996,GA3.1,1,3,0.548,0.478,0.293,0.278,0.039,0.273,0.000,0.682,1,
99,GA,13,1998,GA1998,-0.091,-0.090,-0.145,-0.050,530514,338975,751054,1738981,0.432,0.382,11,3,0.273,0,8,0,1,0,0,0,0,1,1996,GA3.1,0,3,0.578,0.548,0.318,0.282,0.046,0.273,0.000,0.699,1,
100,GA,13,2000,GA2000,-0.034,-0.090,-0.122,-0.036,700653,531983,994701,2465275,0.403,0.368,11,3,0.273,0,10,0,1,0,0,0,0,1,1996,GA3.1,0,3,0.608,0.578,0.335,0.285,0.053,0.273,0.000,0.716,1,
101,GA,13,2002,GA2002,0.084,0.086,0.038,0.048,463791,536605,800533,2000797,0.400,0.448,13,5,0.385,0,10,0,0,0,1,0,1,0,2002,GA4,1,2,0.548,0.608,0.291,0.288,0.060,0.308,0.000,0.723,1,
102,GA,13,2004,GA2004,0.087,0.086,-0.027,-0.011,729125,834783,1368276,3127817,0.437,0.426,13,6,0.462,0,7,0,0,0,1,0,1,0,2002,GA4,0,2,0.668,0.548,0.275,0.291,0.067,0.308,0.000,0.730,1,
103,GA,13,2006,GA2006,0.074,0.025,-0.038,-0.118,495218,552426,930231,2095284,0.444,0.326,13,6,0.462,0,12,0,0,0,1,0,1,0,2006,GA4.1,1,3,0.698,0.668,0.313,0.295,0.074,0.308,0.000,0.737,1,
104,GA,13,2008,GA2008,-0.020,0.025,-0.038,-0.098,1038651,810138,1814077,3697580,0.491,0.393,13,6,0.462,0,11,0,0,0,1,0,1,0,2006,GA4.1,0,3,0.7415,0.698,0.371,0.298,0.081,0.308,0.000,0.744,1,
105,GA,13,2010,GA2010,0.021,0.025,-0.038,-0.103,664313,618671,1108075,2565969,0.432,0.329,13,5,0.385,0,10,0,0,0,1,0,1,0,2006,GA4.1,0,3,0.786,0.7415,0.414,0.301,0.088,0.308,0.000,0.751,1,
106,GA,13,2012,GA2012,-0.070,-0.083,-0.143,-0.101,1034317,812473,1713009,3693574,0.464,0.363,14,5,0.357,0,11,0,0,0,0,1,1,0,2012,GA5,1,3,0.807,0.786,0.451,0.304,0.095,0.286,0.000,0.758,1,
107,GA,13,2014,GA2014,-0.075,-0.083,-0.139,-0.087,716234,535564,1077279,2503596,0.430,0.343,14,4,0.286,0,7,0,0,0,0,1,1,0,2012,GA5,0,3,,0.807,,0.307,0.102,0.286,0.000,0.765,1,
